Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Posted Date,Price,District,Location,Road Distance,Type of Road
4,0,3.0,3,East,2079.0,1026.75,1 week ago,29000000,Kathmandu,Kadaghari,12,Paved
11,0,4.0,2,North,2058.0,1711.25,4 years ago,30000000,Kathmandu,Samakhusi,13,Blacktopped
0,3,3.0,4,East,2080.0,14032.25,3 weeks ago,42500000,Kathmandu,Budhanilkantha,20,Blacktopped
0,4,3.0,2,South,2080.0,1369.0,1 month ago,33500000,Lalitpur,Imadol,13,Gravelled
0,4,2.0,2,South East,2080.0,1369.0,4 weeks ago,31500000,Lalitpur,Satdobato,0,
4,4,3.0,1,West,,1026.75,1 month ago,24000000,Lalitpur,Imadol,0,
5,4,,3,East,,31487.0,2 months ago,80000000,Lalitpur,Gwarko,13,
6,4,,1,East,2079.0,11978.75,1 week ago,30500000,Lalitpur,Imadol,13,Blacktopped
5,4,,1,North East,2080.0,1026.75,6 months ago,27500000,Kathmandu,Sitapaila,13,Gravelled
0,4,3.0,2,North,2079.0,1026.75,1 month ago,30000000,Lalitpur,Imadol,20,Gravelled
0,0,3.0,1,West,2080.0,1711.25,1 month ago,47000000,Lalitpur,Imadol,0,
5,4,,1,East,,15401.25,2 months ago,33000000,Lalitpur,Hattiban,23,
4,0,3.0,2,North East,2080.0,1369.0,1 month ago,35000000,Lalitpur,Bhaisepati,15,Gravelled
0,4,2.0,1,South,2080.0,1369.0,2 months ago,42500000,Lalitpur,Hattiban,13,
0,0,3.0,1,North East,2079.0,1369.0,2 months ago,31000000,Lalitpur,Dhapakhel,20,Paved
0,4,2.0,2,East,2080.0,1026.75,1 month ago,16500000,Lalitpur,Lubhu,18,Gravelled
10,10,4.0,2,East,2078.0,291597.0,5 months ago,120000000,Kathmandu,Dallu,13,Blacktopped
0,0,,0,North,,3422.5,4 years ago,25000000,Kathmandu,Goldhunga,15,
0,0,3.0,0,East,,2738.0,4 years ago,55000000,Kathmandu,Samakhusi,13,
